IdBien,IdCandidato,TipoBien,Registro,Descripcion,ValorAutovaluo
345,30,INMUEBLE,REGISTRO DE PREDIOS,,10000.0
346,30,INMUEBLE,REGISTRO DE PREDIOS,,14881500.0
347,30,INMUEBLE,PROPIEDAD,,12736000.0
348,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,1.0
349,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,1.0
350,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,52000.0
351,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,47700.0
352,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,15000.0
353,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,15000.0
354,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,15000.0
355,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,15000.0
356,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,15000.0
357,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,79500.0
358,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,78500.0
359,30,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,268312.2
360,31,INMUEBLE,REGISTRO DE PREDIOS,,500000.0
361,31,INMUEBLE,REGISTRO DE PREDIOS,,7000.0
362,31,INMUEBLE,SECCION ESPECIAL DE PREDIOS RURALES,,15000.0
363,31,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,2000.0
364,31,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,170000.0
365,31,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,70000.0
366,31,MUEBLE,CAMIONETA,,70000.0
367,32,INMUEBLE,REGISTRO DE PREDIOS,,405000.0
368,32,INMUEBLE,REGISTRO DE PREDIOS,,67000.0
369,32,INMUEBLE,PREDIO RURAL,,600000.0
370,32,INMUEBLE,PREDIO RURAL,,100396.1
371,32,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,13000.0
372,32,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,155161.99
373,33,INMUEBLE,REGISTRO DE PREDIOS,,277628.87
374,33,INMUEBLE,REGISTRO DE PREDIOS,,169000.0
375,33,INMUEBLE,REGISTRO DE PREDIOS,,20000.0
376,33,INMUEBLE,REGISTRO DE PREDIOS,,20000.0
377,33,INMUEBLE,TERRENO,,0.0
378,33,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,10000.0
379,34,INMUEBLE,REGISTRO DE PREDIOS,,10387.85
380,34,INMUEBLE,REGISTRO DE PREDIOS,,98761.5
381,34,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,35000.0
382,35,INMUEBLE,PREDIO,,288251.84
383,35,INMUEBLE,PREDIO,,63215.98
384,35,MUEBLE,REGISTRO DE PROPIEDAD VEHICULAR,,93573.0
